ID,Name,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
410,Dragon Age: Origins,86,68,7.9,725,BioWare,M
411,Pok̩mon Colosseum,73,37,8,89,Genius Sonority Inc.,E
412,LittleBigPlanet,87,68,7.8,98,"SCE/WWS, Media Molecule",E10+
413,Madden NFL 09,83,50,7,125,EA Tiburon,E
414,Crazy Taxi,80,15,7.9,46,Acclaim Studios Cheltenham,T
415,Art Academy,75,15,8,5,Headstrong Games,E
416,NBA 2K14,87,23,4.9,150,Visual Concepts,E
417,Skylanders Giants,78,8,7,20,Toys for Bob,E10+
418,Deca Sports,50,23,5.4,16,CAProduction,E
419,Marvel: Ultimate Alliance,82,68,7.5,120,Raven Software,T
420,Mortal Kombat: Deadly Alliance,79,31,8.8,96,Midway,M
421,Game Party,25,8,4.3,26,Midway,E
422,Bloodborne,92,100,8.6,6383,From Software,M
423,Mario Party 4,70,26,7.4,74,Hudson,E
424,Pure,85,55,7.7,83,Black Rock Studio,E
425,NBA 2K13,90,26,8,99,Visual Concepts,E
426,Saints Row: The Third,82,50,7.7,384,Volition Inc.,M
427,Resistance 2,87,79,6.1,1889,Insomniac Games,M
428,NBA 2K15,83,50,7,291,Visual Concepts,E
429,Final Fantasy Tactics,83,12,8.2,190,SquareSoft,T
430,Midnight Club: Los Angeles,82,50,8.2,100,Rockstar San Diego,T
431,The Sims: Bustin' Out,81,26,8.4,42,Maxis,T
432,LEGO Harry Potter: Years 1-4,79,13,8,34,Traveller's Tales,E10+
433,Call of Duty: Infinite Warfare,78,17,3.1,290,Infinity Ward,M
434,Madden NFL 16,84,23,6.1,124,EA Sports,E
435,Tom Clancy's Rainbow Six: Vegas 2,82,66,7.8,176,Ubisoft Montreal,M
436,Need for Speed Carbon: Own the City,73,14,7.9,39,EA Canada,E10+
437,Dragon Ball Z: Budokai 2,66,28,8.2,92,Dimps Corporation,T
438,pro evolution soccer 2011,77,40,6.8,85,Konami,E
439,ATV Offroad Fury,82,16,8.4,53,Rainbow Studios,E
440,Need for Speed: ProStreet,62,11,6.2,34,Black Box,E10+
441,Halo: Combat Evolved Anniversary,82,73,8.1,487,343 Industries,M
442,Guitar Hero,91,65,8.7,173,Harmonix Music Systems,T
443,Madden NFL 11,83,36,6.1,68,EA Tiburon,E
444,Dead Island,71,75,6.9,627,Techland,M
445,Half-Life 2,96,81,9.1,8665,Valve Software,M
446,The Incredibles,62,36,7.6,22,Heavy Iron Studios,T
447,Madden NFL 08,85,46,6.4,108,EA Tiburon,E
448,Tony Hawk's Underground 2,83,59,8.8,55,Neversoft Entertainment,T
449,Zumba Fitness,42,10,5.5,16,"Pipeworks Software, Inc.",E
450,Madden NFL 10,85,41,6.8,58,EA Tiburon,E
451,Midnight Club: Los Angeles,81,66,8.5,142,Rockstar San Diego,T
452,Kinect: Disneyland Adventures,73,33,2.9,67,Frontier Developments,E10+
453,WWE SmackDown vs Raw 2008,71,11,7.2,31,Yuke's,T
454,The Legend of Zelda: Majora's Mask 3D,89,82,9,478,GREZZO,E10+
455,Resident Evil - Code: Veronica X,84,21,8.4,189,Capcom,M
456,NBA 2K16,86,14,6.2,115,Visual Concepts,E10+
457,Kinect Sports: Season Two,66,46,6.5,39,"Rare Ltd., BigPark",E
458,James Bond 007: Everything or Nothing,84,42,9.1,51,EA Redwood Shores,T
459,Need For Speed: High Stakes,86,14,8.5,28,EA Canada,E
460,Guild Wars 2,90,69,7.9,2954,ArenaNet,T
461,Paper Mario: Sticker Star,75,69,5.6,382,Intelligent Systems,E
462,Batman: Arkham Origins,76,46,7.7,668,WB Games Montreal,T
463,LEGO Star Wars: The Complete Saga,80,18,6.7,87,Traveller's Tales,E10+
464,Need for Speed Underground 2,77,35,8.7,27,EA Canada,E
465,Pro Evolution Soccer 2010,78,42,6.7,76,Konami,E
466,FIFA Soccer 09,82,8,6.9,20,EA Canada,E
467,LEGO Harry Potter: Years 1-4,72,7,7.2,6,TT Fusion,E10+
468,The Sims 3,76,42,7.1,71,The Sims Studio,T
469,Pokemon Ranger: Shadows of Almia,68,24,8.2,27,"HAL Labs, Creatures Inc.",E
470,Dead Island,71,41,6.6,405,Techland,M
471,Kirby: Nightmare in Dream Land,81,24,8.9,54,HAL Labs,E
472,Wario Land 4,88,17,8.9,42,Nintendo,E
473,Sonic's Ultimate Genesis Collection,80,35,8.6,43,Backbone Entertainment,E10+
474,Far Cry: Primal,76,91,6.3,635,Ubisoft Montreal,M
475,Battlefield 1,87,37,8.2,440,EA DICE,M
476,Onimusha 2: Samurai's Destiny,84,31,9,52,Capcom,M
477,Paper Mario: The Thousand-Year Door,87,55,9.4,306,Intelligent Systems,E
478,Madden NFL 12,79,31,5.5,56,EA Tiburon,E
479,God of War: Ascension,80,89,7.5,914,SCE Santa Monica,M
480,Guitar Hero III: Legends of Rock,83,45,7.8,52,Neversoft Entertainment,T
481,Sonic Advance,87,22,8.1,48,Sonic Team,E
482,Super Monkey Ball: Banana Blitz,74,53,5.7,72,Sega,E
483,New Super Luigi U,77,59,7.9,288,Nintendo,E
484,Spyro: Season of Ice,74,16,8,13,Digital Eclipse,E
485,Dissidia: Final Fantasy,79,61,8,139,Square Enix,T
486,Madden NFL 25,80,32,5.6,136,EA Sports,E
487,Borderlands 2,91,25,8.2,858,Gearbox Software,M
488,Prince of Persia: The Sands of Time,92,44,8.8,204,Ubisoft,T
489,Monster Hunter Tri,84,70,8.6,219,Capcom,T
490,LEGO Marvel Super Heroes,80,37,7.6,127,TT Games,E10+
491,Tom Clancy's Rainbow Six: Siege,73,40,7.3,480,Ubisoft Montreal,M
492,Star Wars: The Force Unleashed,71,47,6.6,233,LucasArts,T
493,Guitar Hero II,92,55,8.1,220,Harmonix Music Systems,T
494,Forza Motorsport 5,79,76,5.9,1095,Turn 10,E
495,Rock Band 2,92,69,8.3,156,Harmonix Music Systems,T
496,Need for Speed: Hot Pursuit,88,73,7,206,Criterion Games,E10+
497,LEGO Indiana Jones: The Original Adventures,80,15,7.9,16,TT Fusion,E
498,BioShock 2,88,93,8.2,573,2K Marin,M
499,Star Wars: Knights of the Old Republic,94,72,9.2,317,BioWare,T
500,Madden NFL 15,81,37,6.1,208,EA Sports,E
501,Pro Evolution Soccer 2012,80,41,6.6,132,Konami,E
502,Saints Row,81,74,7.5,211,Volition Inc.,M
503,ATV Offroad Fury 2,82,26,8.9,28,Rainbow Studios,E
504,FIFA 15,82,33,5.4,347,EA Sports,E
505,Tom Clancy's The Division,80,33,6.9,614,Massive Entertainment,M
506,Final Fantasy XIII,82,54,6.3,539,Square Enix,T
507,The Sims: House Party,74,17,7.9,30,Maxis,T
508,Scribblenauts,79,72,7.6,110,5TH Cell,E10+
509,Sonic Unleashed,66,30,7.3,136,Sonic Team,E10+
510,Pokemon Ranger,69,21,7.6,50,HAL Labs,E
511,Overwatch,90,31,6.1,1358,Blizzard Entertainment,T
512,Hitman: Absolution,83,30,7.5,511,Io Interactive,M
513,Call of Duty: Roads to Victory,64,45,7.5,30,Amaze Entertainment,T
514,Dance Dance Revolution Extreme,77,26,9,20,KCET,E
515,Final Fantasy Tactics Advance,87,44,7.8,212,Square Enix,E
516,Your Shape featuring Jenny McCarthy,62,5,5.2,54,Ubisoft,E
517,Project Gotham Racing,85,35,8.2,28,Bizarre Creations,E
518,NBA 2K12,90,38,6.7,127,Visual Concepts,E
519,Need for Speed: Hot Pursuit 2,89,31,8.5,92,Black Box,E
520,Dynasty Warriors 4,78,24,9.3,201,Omega Force,T
521,NBA 2K14,84,26,4.9,142,Visual Concepts,E
522,Parasite Eve,81,17,8.9,89,SquareSoft,M
523,Tetris DS,84,56,8.7,44,Nintendo,E
524,Battlefield: Hardline,73,46,5,845,Visceral Games,M
525,Mortal Kombat,86,66,8.3,382,NetherRealm Studios,M
526,Borderlands,83,58,7.9,427,Gearbox Software,M
527,Devil May Cry 3: Dante's Awakening,84,60,9,212,Capcom,M
528,NBA 2K11,89,50,8.1,100,Visual Concepts,E
529,Dying Light,74,58,7.9,1287,Techland,M
530,Dead Rising,85,82,7.6,520,Capcom,M
531,World of Warcraft: Cataclysm,90,53,5.6,953,Blizzard Entertainment,T
532,Tetris Worlds,44,7,6.2,11,Blue Planet Software,E
533,Final Fantasy III,77,45,7.1,136,Matrix Software,E10+
534,Mario Party 5,69,33,8.2,57,Hudson,E
535,Portal 2,95,66,8.5,997,Valve Software,E10+
536,Mario Sports Mix,64,54,7.1,34,Square Enix,E
537,Need for Speed: Most Wanted 5-1-0,72,21,7.8,54,EA Canada,E10+
538,The Sims 2: Pets,49,5,5.2,24,Full Fat,E
539,Dance Dance Revolution: Hottest Party,73,16,7.1,27,Konami,E10+
540,DriveClub,71,85,6.1,1571,Evolution Studios,E
541,UFC 2009 Undisputed,83,68,7.9,51,Yuke's,T
542,Metal Gear Solid: Peace Walker,89,66,8.9,443,Kojima Productions,T
543,Kingdom Hearts: Birth by Sleep,82,62,8.6,208,Square Enix,E10+
544,SoulCalibur II,92,41,8.8,120,Namco,T
545,Need for Speed: ProStreet,72,42,7.1,78,EA Black Box,E10+
546,Sonic Mega Collection,75,26,8.8,41,Sonic Team,E
547,Need For Speed: Undercover,59,40,5.9,71,EA Vancouver,T
548,SOCOM: U.S. Navy SEALs: Combined Assault,72,38,9,34,Zipper Interactive,T
549,Peter Jackson's King Kong: The Official Game of the Movie,82,41,8.2,68,Ubisoft Montpellier,T
550,Need for Speed: ProStreet,73,26,6,43,EA Black Box,E10+
551,Donkey Kong Country,78,26,8.9,53,Rare Ltd.,E
552,Dance Central 2,86,56,8.2,63,Harmonix Music Systems,T
553,Carnival Games,48,11,3.3,4,Cat Daddy Games,E
554,NBA Live 2004,86,19,7.7,41,EA Sports,E
555,Call of Duty 2,89,65,8.1,307,Infinity Ward,T
556,Rayman Raving Rabbids: TV Party,73,24,7.7,29,"Ubisoft Paris, Ubisoft Montpellier",E10+
557,Pok̩mon Mystery Dungeon: Blue Rescue Team,62,34,8.1,97,ChunSoft,E
558,Dark Souls,89,54,8.7,1397,From Software,M
559,Just Dance 3,70,34,7.7,17,Ubisoft,E10+
560,Battlefield 4,81,5,6.6,480,EA DICE,M
561,Fire Emblem: Awakening,92,72,9.1,1130,Intelligent Systems,T
562,Need for Speed: The Run,64,48,6.4,182,Black Box,T
563,Dragon Age: Inquisition,89,43,7.4,1984,BioWare,M
564,Dead Space,88,67,8.8,545,EA Redwood Shores,M
565,Mortal Kombat vs. DC Universe,76,44,7.1,107,Midway,T
566,TouchMaster,71,19,5.7,9,Midway Studios - San Diego,E10+
567,Tenchu: Stealth Assassins,87,14,8.8,45,Acquire,M
568,Harry Potter and the Chamber of Secrets,76,11,7.9,14,Eurocom Entertainment Software,E
569,Kingdom Hearts 358/2 Days,75,53,7.8,162,h.a.n.d. Inc.,E10+
570,Skate 3,80,46,7.6,82,EA Black Box,T
571,Need for Speed Rivals,80,53,6.2,667,Ghost Games,E10+
572,Spyro: Enter the Dragonfly,56,20,4.1,95,Check Six Games,E
573,Devil May Cry 2,68,40,6.6,167,Capcom,M
574,Hot Shots Golf: Open Tee,81,57,8.7,34,Clap Hanz,E10+
575,Forza Horizon,85,83,8.4,431,"PLAYGROUND, Playground Games",T
576,Tom Clancy's Rainbow Six: Vegas,88,69,8.3,225,Ubisoft Montreal,M
577,Crash Nitro Kart,69,24,7.7,59,Vicarious Visions,E
578,Resident Evil 6,67,71,5,1407,Capcom,M
579,Grand Theft Auto: San Andreas,93,58,8.6,118,Rockstar North,AO
580,NBA Street Vol. 2,90,31,8.8,70,Electronic Arts,E
581,Def Jam Vendetta,80,33,8.9,41,Aki Corp.,T
582,Kirby Squeak Squad,71,29,8.1,41,"Flagship, HAL Labs",E
583,Burnout Paradise,87,55,7.7,455,Criterion Games,E10+
584,The Sims 3,78,39,6.4,55,The Sims Studio,T
585,FIFA Soccer 09,87,51,8,106,EA Canada,E
586,Dragon Ball Z: Budokai 3,77,32,8.9,137,Dimps Corporation,T
587,Call of Duty: World at War,83,19,7.6,78,Exakt,M
588,Tom Clancy's Ghost Recon,63,18,8.3,22,Ubisoft,M
589,BioShock Infinite,93,33,8.5,1647,Irrational Games,M
590,X-Men Legends,79,48,8.5,69,Raven Software,T
591,Mortal Kombat vs. DC Universe,72,61,7.5,87,Midway,T
592,Destiny: The Taken King,86,81,6,1079,Bungie,T
593,Red Faction,88,25,8,69,Volition Inc.,M
594,The Sims: Makin' Magic,80,22,8.6,31,Maxis,T
595,Mario Party: Island Tour,57,47,6.3,117,"Nintendo, Nd Cube",E
596,MX Unleashed,80,18,9.2,46,Rainbow Studios,E
597,PaRappa The Rapper,92,15,7.4,48,NanaOn-Sha,K-A
598,Guitar Hero: World Tour,84,43,7.5,80,Neversoft Entertainment,T
599,Need for Speed: Shift,83,75,6.5,134,Slightly Mad Studios,E
600,Diablo III,86,43,6.4,557,Blizzard Entertainment,M
601,LittleBigPlanet 3,79,78,7.1,506,Sumo Digital,E
602,Star Wars Rogue Leader: Rogue Squadron II,90,45,8.6,80,Factor 5,T
603,Mario Super Sluggers,69,31,7.8,58,Namco Bandai Games,E
604,Monopoly,70,11,7.8,17,Electronic Arts,E
605,Madden NFL 09,85,38,4.4,132,EA Tiburon,E
606,Batman: Arkham Origins,74,46,7.5,685,WB Games Montreal,T
607,Game Party 2,29,7,4.6,7,Midway,E
608,Mortal Kombat: Deception,81,43,8.5,90,Midway,M
609,NBA 2K17,88,47,6.7,162,Visual Concepts,E
610,Toy Story Mania!,49,15,6.6,13,Papaya Studios,E
611,Star Fox Adventures,82,39,7.7,145,Rare Ltd.,T
612,Madden NFL 25,76,19,4.1,91,EA Sports,E
613,Dynasty Warriors 3,78,17,9.1,90,Omega Force,T
614,Madden NFL 06,86,39,6.7,41,EA Sports,E
615,Shrek 2,71,32,8.5,24,"Luxoflux, Inc.",E
616,The Legend of Dragoon,74,12,8.4,248,SCEI,T
617,Star Wars: The Force Unleashed,71,18,7.9,75,Krome Studios,T
618,NBA Live 2002,70,16,7.4,8,Electronic Arts,E
619,Just Cause 3,73,42,6.5,403,Avalanche Studios,M
620,Chrono Cross,94,16,8.1,297,SquareSoft,T
621,Jak 3,84,55,8.6,246,Naughty Dog,T
622,Kingdom Hearts: Chain of Memories,76,37,7.9,84,Jupiter Corporation,E
623,Max Payne 3,87,31,7.8,790,Rockstar Studios,M
624,LEGO Marvel Super Heroes,82,22,7.9,76,TT Games,E10+
625,Phineas and Ferb,80,4,4.5,8,Altron,E
626,NCAA Football 06,87,25,8.5,36,EA Sports,E
627,Rayman Raving Rabbids 2,67,25,8.3,66,Ubisoft Montpellier,E10+
628,Kirby: Triple Deluxe,80,68,8.8,206,HAL Labs,E
629,Sonic Classic Collection,70,24,7.5,28,Creative Assembly,E
630,inFAMOUS 2,83,90,8.4,932,Sucker Punch,T
631,World of Warcraft: Mists of Pandaria,82,42,4.8,1265,Blizzard Entertainment,T
632,Namco Museum,72,9,6,5,Mass Media,E
633,The Sims: Hot Date,85,17,7.9,70,Maxis,T
634,Demon's Souls,89,81,8.9,1441,From Software,M
635,The Orange Box,96,54,8.9,797,Valve Software,M
636,DDRMAX2: Dance Dance Revolution,82,27,8.2,11,Konami,E
637,Virtua Fighter 4,94,36,8,84,Sega AM2,T
638,Mafia III,68,66,5.1,1147,Hangar 13,M
639,Sly 2: Band of Thieves,88,64,9,178,Sucker Punch,E
640,Sonic Advance 2,83,23,8.3,46,Dimps Corporation,E
641,Madden NFL 07,80,54,6,148,EA Tiburon,E
642,NBA 2K11,89,46,7.6,105,Visual Concepts,E
643,Forza Motorsport 6,87,85,7.9,863,Turn 10,E
644,The Evil Within,75,65,7.3,1223,Tango Gameworks,M
645,Metroid Prime 3: Corruption,90,62,8.9,491,Retro Studios,T
646,Midnight Club II,85,41,8.5,47,Rockstar San Diego,T
647,The Getaway: Black Monday,57,53,7.6,47,SCEE London Studio,M
648,50 Cent: Bulletproof,47,21,6.6,129,Genuine Games,M
649,Dead or Alive 3,87,35,8.6,44,Team Ninja,T
650,Dragon Quest Monsters: Joker,75,30,7.4,27,TOSE,E10+
651,LEGO Star Wars III: The Clone Wars,76,7,7.7,10,Traveller's Tales,E10+
652,UFC 2009 Undisputed,84,58,8.1,47,THQ,T
653,The SpongeBob SquarePants Movie,75,5,9,54,Heavy Iron Studios,E
654,Golden Sun,91,29,9.3,198,Camelot Software Planning,E
655,Def Jam: Fight for NY,83,46,8.9,73,Aki Corp.,M
656,Tom Clancy's Ghost Recon,84,29,6.1,27,Red Storm Entertainment,M
657,State of Emergency,71,34,5.7,33,VIS Entertainment,M
658,The Urbz: Sims in the City,70,25,8.2,24,Maxis,T
659,Star Wars: Starfighter,84,25,8,21,LucasArts,T
660,Star Wars: Battlefront,80,55,9.1,57,Pandemic Studios,T
661,Madden NFL 17,82,35,4.9,83,EA Sports,E
662,Just Cause 2,83,66,8,291,Avalanche Studios,M
663,FIFA Soccer 08,81,28,7.1,47,EA Canada,E
664,Crackdown,83,75,8,340,Realtime Worlds,M
665,Wii Party U,65,38,6.8,135,Nd Cube,E
666,Dance Dance Revolution X,55,6,6.2,6,Konami,E10+
667,Xenosaga Episode I: Der Wille zur Macht,83,35,8.7,99,Monolith Soft,T
668,Kinect Star Wars,55,61,3.5,145,Terminal Reality,T
669,Dragon's Dogma,78,38,8.3,444,Capcom,M
670,The Order: 1886,63,94,6.6,3172,"Ready at Dawn, SCE Santa Monica",M
671,SSX Tricky,92,33,8.9,71,EA Canada,E
672,Knack,54,83,6.5,1074,SCE Japan Studio,E10+
673,Dragon Quest VI: Realms of Revelation,78,41,8.1,31,ArtePiazza,T
674,Crash Bandicoot: The Huge Adventure,78,18,7.9,27,Vicarious Visions,E
675,Hitman: Absolution,79,51,7.1,453,Io Interactive,M
676,The Crew,61,60,5.4,575,"Ubisoft Reflections, Ivory Tower",T
677,NBA 2K15,82,9,6.3,101,Visual Concepts,E
678,Madden NFL 2005,91,39,7.6,26,EA Tiburon,E
679,Star Ocean: Till The End of Time,80,55,7.7,134,Tri-Ace,T
680,Call of Duty: Modern Warfare 3,78,26,2.5,5664,"Infinity Ward, Sledgehammer Games",M
681,Dishonored,88,56,7.9,815,Arkane Studios,M
682,The Beatles: Rock Band,89,25,8.9,43,Harmonix Music Systems,T
683,Ace Combat 5: The Unsung War,84,57,9.1,81,Namco,T
684,Need for Speed Underground,83,25,8.7,35,Electronic Arts,E
685,Deal or No Deal,20,13,1.9,41,Artefacts Studio,E
686,Portal 2,95,54,8.4,937,Valve Software,E10+
687,NCAA Football 07,87,18,8.6,23,EA Sports,E
688,The Sims 3: Late Night Expansion Pack,74,17,5.3,77,The Sims Studio,T
689,No Man's Sky,71,94,4.5,5096,Hello Games,T
690,SOCOM 3: U.S. Navy SEALs,82,59,8.8,64,Zipper Interactive,M
691,BioShock Infinite,94,27,8.5,1863,Irrational Games,M
692,Harry Potter and the Sorcerer's Stone,64,8,7.1,7,Griptonite Games,E
693,Dragon Ball Z: The Legacy of Goku,53,15,6.9,28,Webfoot Technologies,E
694,Resident Evil 4,96,82,9.4,767,Capcom,M
695,Need For Speed: Undercover,64,62,5.9,104,EA Vancouver,T
696,Sonic Colors,78,58,8.5,301,Sonic Team,E
697,Saints Row 2,82,50,7.9,135,Volition Inc.,M
698,Sid Meier's Civilization V,90,70,7.9,2280,Firaxis Games,E10+
699,The Sims: Superstar,79,20,8.2,25,Maxis,T
700,Metroid Fusion,92,44,9.1,200,Nintendo,E
701,We Ski,67,32,8.5,12,Bandai Namco Games,E
702,Star Wars Battlefront: Renegade Squadron,73,35,7.9,46,Rebellion,T
703,SSX 3,93,41,9.1,125,EA Canada,E
704,Madden NFL 2001,90,14,6.8,4,EA Sports,E
705,Star Wars: Battlefront II,83,40,8.9,106,Pandemic Studios,T
706,Tony Hawk's Pro Skater 3,87,10,8.3,36,Shaba Games,E
707,Dragon Age: Origins,87,41,7.9,597,BioWare,M
708,Spy Hunter,84,28,7.8,13,Paradigm Entertainment,T
709,NCAA Football 2004,94,15,8.8,81,EA Sports,E
710,Fight Night Round 3,83,37,7.9,24,EA Chicago,T
711,StarCraft II: Heart of the Swarm,86,68,7.9,1346,Blizzard Entertainment,T
712,SpongeBob SquarePants: Battle for Bikini Bottom,71,9,9,85,Heavy Iron Studios,E
713,Until Dawn,79,103,8.2,2161,SuperMassive Games,M
714,Big Beach Sports,44,17,8,41,HB Studios Multimedia,E
715,SSX,93,35,8.3,33,EA Sports Big,E
716,Shaun White Snowboarding: Road Trip,78,28,8.7,22,Ubisoft,E10+
717,NBA Ballers,83,44,9.2,19,Midway,E
718,Saints Row IV,81,42,6.5,325,Volition Inc.,M
719,NBA Live 2003,83,22,8.3,28,EA Canada,E
720,LEGO Batman 2: DC Super Heroes,79,59,7.2,114,TT Games,E10+
721,Dragon Ball Z: Budokai Tenkaichi,72,29,8.4,71,Spike,T
722,Dark Souls III,89,69,8.8,1940,From Software,M
723,Kirby's Return to Dreamland,77,49,8.5,156,HAL Labs,E10+
724,Mario Party 6,71,33,7.9,51,Hudson Soft,E
725,Star Wars The Clone Wars: Lightsaber Duels,56,24,6.7,18,Krome Studios,T
726,Need for Speed Carbon,77,52,6.3,82,EA Canada,E10+
727,Heavenly Sword,79,64,8.3,544,Ninja Theory,T
728,MySims,68,38,7.2,56,EA Redwood Shores,E
729,Army of Two,72,76,7.6,233,EA Montreal,M
730,Tiger Woods PGA Tour 2003,88,18,8.9,18,EA Sports,E
731,Prince of Persia: Warrior Within,83,51,8.5,120,Ubisoft Montreal,M
732,Far Cry 4,82,15,7.5,383,Ubisoft Montreal,M
733,ESPN NFL 2K5,92,42,9.1,93,Visual Concepts,E
734,Beyond: Two Souls,70,98,8.1,2652,Quantic Dream,M
735,Pikmin,89,39,8.7,121,Nintendo,E
736,Tiger Woods PGA Tour 2004,89,23,8.8,40,EA Sports,E
737,Ape Escape,90,19,8.8,53,SCEI,E
738,NCAA Football 2005,88,29,8.8,35,EA Tiburon,E
739,Max Payne 3,86,80,7.8,869,Rockstar Studios,M
740,Viva Pinata,84,65,8,131,Rare Ltd.,E
741,Kinectimals,74,50,3.1,69,Frontier Developments,E
742,Kirby Air Ride,61,28,7.9,69,HAL Labs,E
743,LEGO Marvel Super Heroes,83,22,7.7,262,TT Games,E10+
744,Dragon Quest IV: Chapters of the Chosen,80,44,7.9,50,ArtePiazza,E10+
745,NFL Street 2,77,33,8.7,20,EA Tiburon,E
746,Super Mario Strikers,76,39,8.7,55,Next Level Games,E
747,Rage,81,77,6.7,559,id Software,M
748,Mario Hoops 3 on 3,69,40,8,37,Square Enix,E
749,Just Cause 2,81,74,8,267,Avalanche Studios,M
750,Silent Hill,86,17,9.2,326,KCET,M
751,Sonic Heroes,72,49,7.8,125,Sonic Team,E
752,ESPN NBA 2K5,83,24,7.5,36,Visual Concepts,E
753,Diablo,94,12,8.7,850,Blizzard Entertainment,M
754,Far Cry 2,85,75,6.7,288,Ubisoft Montreal,M
755,The Legend of Zelda: Twilight Princess,96,16,9.2,568,Nintendo,T
756,Pro Evolution Soccer 2008,74,19,6.1,47,Konami,E
757,Pokemon Battle Revolution,53,34,6.7,106,Genius Sonority Inc.,E
758,Kingdom Hearts 3D: Dream Drop Distance,75,54,8.2,267,Square Enix,E10+
759,Dance Dance Revolution: Hottest Party 2,69,8,6.8,6,Konami,E10+
760,SoulCalibur IV,85,62,7.9,157,Namco,T
761,Sonic Generations,76,38,8.2,253,Sega,E
762,Spyro 2: Season of Flame,76,18,7.6,13,Digital Eclipse,E
763,Mario Party 10,66,66,6.5,279,"Nintendo, Nd Cube",E
764,Devil May Cry 4,84,63,8.2,311,Capcom,M
765,Dead Rising 3,78,69,6.8,908,Capcom Vancouver,M
766,NCAA Football 2002,90,18,8.7,24,EA Sports,E
767,Gears of War: Judgment,79,81,5.4,779,Epic Games,M
768,Watch Dogs,78,15,5.8,712,Ubisoft Montreal,M
769,Guitar Hero: On Tour Decades,72,40,8,5,Vicarious Visions,E10+
770,Madden NFL 15,80,19,6.4,138,EA Sports,E
771,Conflict: Desert Storm,55,10,8.6,45,Pivotal Games,T
772,Mario Party 7,64,25,7.9,53,Hudson,E
773,Dragon Quest V: Hand of the Heavenly Bride,84,46,8.5,57,ArtePiazza,E10+
774,Smuggler's Run,79,21,6.8,18,Rockstar San Diego,T
775,Fight Night Round 3,84,32,8.1,41,EA Chicago,T
776,Need for Speed: Most Wanted,83,54,8.5,134,EA Canada,T
777,Carnival Games: Mini Golf,38,10,5.7,7,Cat Daddy Games,E
778,Pokemon Mystery Dungeon: Explorers of Sky,54,26,9,133,ChunSoft,E
779,LEGO Pirates of the Caribbean: The Video Game,73,14,7,13,Traveller's Tales,E10+
780,Stuntman,71,37,5.7,36,Reflections Interactive,T
781,Tom Clancy's Rainbow Six 3,86,39,8.5,31,Ubisoft,M
782,LEGO Harry Potter: Years 1-4,79,58,8,62,Traveller's Tales,E10+
783,Spider-Man 2: Enter: Electro,74,15,8.7,35,Vicarious Visions,E
784,Guitar Hero 5,89,25,6.9,49,Vicarious Visions,T
785,Wolfenstein: The New Order,79,73,8.1,1116,MachineGames,M
786,Mafia II,74,79,7.8,458,2K Czech,M
787,BioShock 2,88,62,8.2,492,2K Marin,M
788,Dark Cloud,80,27,8.2,99,Level 5,T
789,Warcraft III: The Frozen Throne,88,23,9,713,Blizzard Entertainment,T
790,Active Life: Outdoor Challenge,69,6,8.1,14,h.a.n.d. Inc.,E
791,Tom Clancy's Ghost Recon Advanced Warfighter,90,78,8,215,Ubisoft Paris,T
792,MVP Baseball 2005,87,25,8.6,47,EA Sports,E
793,Uncharted: Golden Abyss,80,80,7.4,770,"Naughty Dog, Sony Bend",T
794,Go Vacation,64,28,7.8,13,Namco Bandai Games,E10+
795,Pro Evolution Soccer 2013,82,37,6.7,146,Konami,E
796,Dishonored,89,35,7.9,781,Arkane Studios,M
797,Mario Golf: Toadstool Tour,81,49,8,56,Camelot Software Planning,E
798,Call of Duty: Black Ops II,74,11,4.2,1635,Treyarch,M
799,Resident Evil: The Umbrella Chronicles,75,47,7.6,122,Cavia Inc.,M
800,The Simpsons Skateboarding,38,21,5,26,The Code Monkeys,T
801,Donkey Kong Country: Tropical Freeze,83,77,8.9,712,Retro Studios,E
802,Fight Night Round 4,88,46,7.6,95,EA Canada,T
803,Super Monkey Ball 2,87,34,8.5,51,Amusement Vision,E
804,Pac-Man World 2,73,19,7.8,26,Namco,E
805,MySims Kingdom,76,19,8.1,24,EA Redwood Shores,E
806,Dead Space 2,90,83,8.6,679,Visceral Games,M
807,The Simpsons Game,68,10,8.2,27,Electronic Arts,T
